Byte,Bit,Rank,KeyGuess,Score
0,0,1,202,5.3195763961000395
0,0,2,25,4.389654322967197
0,0,3,195,4.321493778125642
0,0,4,7,4.198601959665678
0,0,5,186,4.191065708984417
0,0,6,181,4.184156832306192
0,0,7,188,4.126440029527583
0,0,8,173,4.025000293925588
0,0,9,175,3.9997073668555445
0,0,10,177,3.885388188299905
0,0,11,171,3.8772413286680374
0,0,12,203,3.872426977199379
0,0,13,127,3.8192060225461777
0,0,14,110,3.8012857504999835
0,0,15,251,3.7812630798177653
0,0,16,146,3.7699146431177333
0,0,17,114,3.748787811675602
0,0,18,63,3.748254225126473
0,0,19,241,3.7419829708265895
0,0,20,61,3.7247466876567863
0,0,21,204,3.716001556767556
0,0,22,224,3.715363696794329
0,0,23,132,3.667485056760725
0,0,24,151,3.6616642816178238
0,0,25,147,3.653010679844551
0,0,26,155,3.6183308398575376
0,0,27,72,3.6156087267063177
0,0,28,68,3.5966972728230453
0,0,29,172,3.5949848711042263
0,0,30,35,3.5885558212419384
0,0,31,100,3.5718279740511902
0,0,32,243,3.566624333213878
0,0,33,144,3.559140420996535
0,0,34,248,3.553908914845762
0,0,35,185,3.5518824825399475
0,0,36,166,3.5102367320416112
0,0,37,69,3.5101842918135095
0,0,38,58,3.4728950646229473
0,0,39,10,3.469374594474006
0,0,40,12,3.462470289574606
0,0,41,55,3.458974767226338
0,0,42,19,3.457599988305466
0,0,43,200,3.454971911497234
0,0,44,46,3.4533851579413355
0,0,45,191,3.4346312091149986
0,0,46,231,3.4192822992650944
0,0,47,93,3.412769922069593
0,0,48,49,3.3989532440532786
0,0,49,211,3.398679703083945
0,0,50,130,3.3982004683841907
0,0,51,112,3.3832981790640244
0,0,52,141,3.3516926307128405
0,0,53,121,3.3386144697149063
0,0,54,5,3.3262493954508634
0,0,55,232,3.3247992136591797
0,0,56,38,3.318484937498352
0,0,57,117,3.316487016241102
0,0,58,98,3.3091788534683655
0,0,59,53,3.302962615113789
0,0,60,111,3.2992169828463243
0,0,61,196,3.2984244418286073
0,0,62,91,3.289190508251298
0,0,63,246,3.2796047601792777
0,0,64,42,3.2496802636682762
0,0,65,54,3.2399980372728163
0,0,66,133,3.233444429042804
0,0,67,116,3.229769870862719
0,0,68,60,3.2287137936954142
0,0,69,50,3.227468119123127
0,0,70,11,3.216671932297002
0,0,71,84,3.205776750818754
0,0,72,16,3.2057435685322884
0,0,73,164,3.1977839989863215
0,0,74,76,3.196862060280959
0,0,75,249,3.1940571700624845
0,0,76,161,3.1938091323443825
0,0,77,213,3.1910359486250925
0,0,78,192,3.1792635346627893
0,0,79,129,3.178214958804585
0,0,80,220,3.1778048525860627
0,0,81,87,3.174663605314772
0,0,82,179,3.1732209042467665
0,0,83,126,3.1647575182119594
0,0,84,238,3.164382879513452
0,0,85,135,3.151558506695646
0,0,86,0,3.1456251725433386
0,0,87,247,3.1406489987470794
0,0,88,89,3.1323618408946956
0,0,89,237,3.1306410813280303
0,0,90,149,3.101100468182604
0,0,91,107,3.1002844214478738
0,0,92,162,3.0929946286810734
0,0,93,159,3.0856320714200054
0,0,94,184,3.074358691263075
0,0,95,194,3.0663671987648016
0,0,96,178,3.065492232635256
0,0,97,125,3.0619359199735356
0,0,98,17,3.060353821688146
0,0,99,36,3.0359210855751493
0,0,100,235,3.0345687478129726
0,0,101,74,3.0309272939956675
0,0,102,253,3.02404002111843
0,0,103,115,3.0184484783915257
0,0,104,152,3.0150300309990268
0,0,105,47,3.0089599028253473
0,0,106,105,3.007129567849702
0,0,107,120,2.997879949860099
0,0,108,228,2.988807907897442
0,0,109,158,2.9865838637773843
0,0,110,165,2.98027948913045
0,0,111,229,2.979688153262268
0,0,112,88,2.9723776228943253
0,0,113,180,2.9662308247477487
0,0,114,170,2.96603504130528
0,0,115,124,2.9584655930332566
0,0,116,106,2.9578837440329613
0,0,117,103,2.9511709810654096
0,0,118,104,2.9500235980041905
0,0,119,143,2.94991348522107
0,0,120,41,2.9432460589415084
0,0,121,71,2.9342215536573053
0,0,122,66,2.934138086408242
0,0,123,82,2.926737248033125
0,0,124,90,2.925009830928784
0,0,125,3,2.911507829571086
0,0,126,153,2.908546789414116
0,0,127,201,2.898168132333489
0,0,128,168,2.8898381323408344
0,0,129,123,2.878346820544491
0,0,130,22,2.8766720776815453
0,0,131,23,2.8696135236568563
0,0,132,255,2.8623896116229743
0,0,133,52,2.8486978296806313
0,0,134,1,2.8381198965606016
0,0,135,6,2.835443361691337
0,0,136,80,2.8292756009083924
0,0,137,199,2.825635092038682
0,0,138,122,2.822627067760004
0,0,139,189,2.815301487530142
0,0,140,27,2.8053343052455686
0,0,141,148,2.7909027611139603
0,0,142,65,2.7882856044854956
0,0,143,28,2.786807842940231
0,0,144,59,2.7816450464551403
0,0,145,4,2.775932813605904
0,0,146,39,2.7686302316136744
0,0,147,51,2.757065979560085
0,0,148,75,2.750686274375022
0,0,149,223,2.747657393081269
0,0,150,239,2.7390921160735786
0,0,151,244,2.7374422238409415
0,0,152,205,2.7327788113122398
0,0,153,118,2.7316011761620898
0,0,154,48,2.728624550506095
0,0,155,113,2.7286032000116767
0,0,156,62,2.7212393579678777
0,0,157,252,2.7165168938296183
0,0,158,216,2.7133876135675425
0,0,159,154,2.7119752951260656
0,0,160,8,2.706523444657519
0,0,161,86,2.6994383122609533
0,0,162,142,2.693050051899067
0,0,163,136,2.6893660808955717
0,0,164,198,2.6890948748059778
0,0,165,33,2.682592886035844
0,0,166,212,2.6765167194224007
0,0,167,169,2.6737521733083707
0,0,168,137,2.6634824155598515
0,0,169,37,2.6611077618975725
0,0,170,226,2.6492056626140013
0,0,171,157,2.644419750006529
0,0,172,119,2.643962630427154
0,0,173,70,2.6429106343726514
0,0,174,209,2.639640181961617
0,0,175,95,2.636334683203896
0,0,176,234,2.6344620044133866
0,0,177,187,2.629543864536502
0,0,178,96,2.6283089457145707
0,0,179,140,2.625719152382873
0,0,180,77,2.6110090443895975
0,0,181,31,2.608266754986655
0,0,182,160,2.603931234822708
0,0,183,134,2.589974253078309
0,0,184,210,2.5881863761385384
0,0,185,214,2.573692921224237
0,0,186,43,2.569306245770787
0,0,187,30,2.562429668298993
0,0,188,32,2.56006098194905
0,0,189,15,2.555916069720109
0,0,190,2,2.552516740414639
0,0,191,242,2.5486959366050885
0,0,192,182,2.5313696554285845
0,0,193,183,2.527617358541156
0,0,194,21,2.5243717373007377
0,0,195,13,2.5202008615974543
0,0,196,45,2.517518906370583
0,0,197,94,2.5122514578585866
0,0,198,97,2.511883254063464
0,0,199,131,2.5052096662000674
0,0,200,57,2.5033762336132166
0,0,201,193,2.4961117240211106
0,0,202,128,2.4818894580645376
0,0,203,108,2.478767103019371
0,0,204,156,2.4765789126289945
0,0,205,109,2.4746963111566376
0,0,206,174,2.466601587518557
0,0,207,18,2.4631805221461183
0,0,208,138,2.4576433375695554
0,0,209,225,2.448700530007535
0,0,210,85,2.4422628044852206
0,0,211,227,2.439661181490518
0,0,212,206,2.434207951868156
0,0,213,101,2.4335766995788193
0,0,214,29,2.433353297110532
0,0,215,44,2.4236206142177474
0,0,216,99,2.413363863360327
0,0,217,240,2.410020054067849
0,0,218,145,2.3981906018890484
0,0,219,215,2.3926588691518313
0,0,220,40,2.380898133594628
0,0,221,83,2.37800989835345
0,0,222,24,2.3779946664898772
0,0,223,208,2.3743069342312113
0,0,224,176,2.346829974943556
0,0,225,218,2.34632026257005
0,0,226,14,2.329765203606744
0,0,227,190,2.3238988901898816
0,0,228,92,2.3197869308650487
0,0,229,236,2.313256272644041
0,0,230,139,2.302916295942324
0,0,231,221,2.299143950239589
0,0,232,78,2.2929865055947087
0,0,233,197,2.2851603351210112
0,0,234,150,2.2830568685355215
0,0,235,163,2.2820480025708294
0,0,236,102,2.2737743515727242
0,0,237,73,2.27121892902396
0,0,238,230,2.2534724988941246
0,0,239,9,2.24731760625642
0,0,240,233,2.243855723301959
0,0,241,254,2.2306905682854645
0,0,242,64,2.2299889160292166
0,0,243,79,2.1987601371096623
0,0,244,34,2.195006458569792
0,0,245,20,2.175632206211111
0,0,246,56,2.1725846089254937
0,0,247,245,2.1333815954804827
0,0,248,222,2.0905695636170125
0,0,249,250,2.0451954268722434
0,0,250,219,2.0171641717728397
0,0,251,207,2.010554200045863
0,0,252,217,2.009445782472448
0,0,253,81,2.003960605539087
0,0,254,167,1.9782921262354862
0,0,255,26,1.799475687925472
0,0,256,67,1.7631510726056085
0,1,1,3,4.6390332091573825
0,1,2,112,4.39643499035241
0,1,3,166,4.3563775722806835
0,1,4,31,4.30911839652857
0,1,5,99,4.20447424929108
0,1,6,52,4.134878266480133
0,1,7,172,4.126137130861196
0,1,8,6,4.0801313461977395
0,1,9,223,4.0761094717940844
0,1,10,213,4.058326563377445
0,1,11,113,4.0399037303611705
0,1,12,44,3.9793583426883714
0,1,13,230,3.923134572050258
0,1,14,20,3.912796472494543
0,1,15,149,3.8659566024951832
0,1,16,252,3.846603713913287
0,1,17,195,3.77587285756851
0,1,18,173,3.7694697742139307
0,1,19,131,3.717240868708254
0,1,20,71,3.7161465740357595
0,1,21,105,3.676401059834143
0,1,22,130,3.66794690385475
0,1,23,98,3.666842436508203
0,1,24,78,3.6541539879142495
0,1,25,201,3.649414865040399
