Key Guess,Correlation
207,0.5591517810113215
48,0.5591517810113215
52,0.5294722154367897
203,0.5294722154367897
206,0.5118161355667821
49,0.5118161355667821
56,0.49947189287382027
199,0.49947189287382027
53,0.480399592242625
202,0.480399592242625
195,0.4615896761324872
60,0.4615896761324872
57,0.4544883287259968
198,0.45448832872599676
112,0.444174279370607
143,0.44417427937060694
205,0.4325471498247595
50,0.4325471498247595
139,0.424236175270607
116,0.424236175270607
61,0.41559710813871165
194,0.41559710813871165
54,0.40816249447427744
201,0.40816249447427727
142,0.39906034749618563
113,0.3990603474961856
120,0.384715703655748
135,0.3847157036557479
204,0.382321021175932
51,0.382321021175932
117,0.3769024043278764
138,0.3769024043278764
58,0.36230845974702097
197,0.36230845974702097
131,0.3575003483893013
124,0.3575003483893013
55,0.35625729563398123
200,0.3562572956339811
134,0.3408449161287599
121,0.34084491612875983
193,0.3317333120467614
62,0.3317333120467614
176,0.3233595407874969
79,0.3233595407874969
239,0.32239740060706423
16,0.32239740060706423
114,0.3186247883987383
141,0.3186247883987383
196,0.31466053517559345
59,0.31466053517559345
32,0.31378229211891306
223,0.31378229211891295
125,0.3122255428263673
130,0.3122255428263673
180,0.3010036949034361
75,0.301003694903436
137,0.30058889812047707
118,0.30058889812047707
235,0.2920907218632503
20,0.2920907218632503
36,0.28701342547510045
219,0.28701342547510045
192,0.2834806177302588
63,0.2834806177302588
222,0.2766702712323371
33,0.2766702712323371
238,0.272430255494298
17,0.272430255494298
140,0.2707742261599464
115,0.2707742261599464
177,0.26785539522876844
78,0.26785539522876844
71,0.25743970169499397
184,0.25743970169499397
24,0.25513342467530586
231,0.25513342467530586
119,0.250480710813801
136,0.250480710813801
122,0.2502278146189923
133,0.25022781461899224
37,0.24787242697208448
218,0.24787242697208448
215,0.24669228621117686
40,0.24669228621117684
181,0.2443764938913397
74,0.24437649389133964
234,0.24224459285969938
21,0.24224459285969938
178,0.23841747867043606
77,0.23841747867043603
67,0.22955094478146895
188,0.2295509447814689
126,0.226425719173712
129,0.226425719173712
221,0.2220771284828286
34,0.2220771284828286
28,0.22176319928202656
227,0.22176319928202656
80,0.21645177781045666
175,0.21645177781045663
211,0.21631758031957546
44,0.21631758031957543
240,0.2094517999836963
15,0.2094517999836963
214,0.20831359413097514
41,0.20831359413097514
25,0.2066067377681675
230,0.20660673776816746
185,0.20391184813319607
70,0.20391184813319607
132,0.20374847645928676
123,0.20374847645928676
96,0.19933858984897845
159,0.19933858984897843
18,0.19300822257692682
237,0.19300822257692682
84,0.1917429456380454
171,0.1917429456380454
11,0.19048686439413756
244,0.1904868643941375
242,0.1832562819221848
13,0.1832562819221848
76,0.18145467337745874
179,0.18145467337745871
127,0.17881629476072772
128,0.17881629476072772
35,0.17820051132994896
220,0.17820051132994896
155,0.1777660786962452
100,0.1777660786962452
73,0.17659050301498427
182,0.17659050301498427
45,0.17648461428361442
210,0.1764846142836144
189,0.17629973309645627
66,0.17629973309645627
29,0.1742802619869944
226,0.1742802619869944
93,0.1720744197468376
162,0.1720744197468376
81,0.16754289026367472
174,0.1675428902636747
98,0.16593695268382344
157,0.16593695268382344
97,0.15982425788445825
158,0.15982425788445823
38,0.15876558241361086
217,0.15876558241361086
14,0.15867864337048906
241,0.15867864337048906
22,0.15843592190103117
233,0.1584359219010311
167,0.14780386184002806
88,0.147803861840028
9,0.14497823261745443
246,0.14497823261745443
82,0.1442492338742998
173,0.1442492338742998
64,0.1434080756108839
191,0.1434080756108839
7,0.14301515987327548
248,0.14301515987327548
85,0.14224607261044298
170,0.14224607261044298
109,0.14163556428164367
146,0.14163556428164364
19,0.1412602725340932
236,0.1412602725340932
102,0.1391726302328063
153,0.1391726302328063
224,0.13889304989359202
31,0.13889304989359202
68,0.13811636070342245
187,0.13811636070342245
10,0.13792817195440968
245,0.13792817195440962
65,0.13746982503108204
190,0.137469825031082
228,0.13742304851987064
27,0.13742304851987064
101,0.13636244497765235
154,0.13636244497765235
156,0.13426827045216896
99,0.1342682704521689
104,0.13388096138682093
151,0.13388096138682093
12,0.13229950926386147
243,0.13229950926386144
253,0.1321668684001228
2,0.1321668684001228
95,0.12817316165977388
160,0.12817316165977388
69,0.12797932224500483
186,0.1279793222450048
92,0.12309913815283605
163,0.12309913815283605
72,0.11978536526365187
183,0.11978536526365187
3,0.11929981506538538
252,0.11929981506538538
30,0.11767912102676387
225,0.11767912102676387
26,0.11615585607908996
229,0.11615585607908996
103,0.1157058170205807
152,0.1157058170205807
47,0.11413872256660422
208,0.11413872256660422
216,0.11210738447496617
39,0.11210738447496617
42,0.11089316478578051
213,0.11089316478578048
212,0.11063947537444838
43,0.11063947537444835
166,0.11061461479165861
89,0.11061461479165861
108,0.10940162234226027
147,0.10940162234226027
