Byte,Bit,Rank,KeyGuess,Score
0,0,1,55,0.23886884871110867
0,0,2,63,0.2347899651844152
0,0,3,58,0.23113416637344095
0,0,4,38,0.22801285193698825
0,0,5,166,0.22508147086581604
0,0,6,132,0.22447702698993777
0,0,7,141,0.22302883529436818
0,0,8,213,0.21791896206903505
0,0,9,147,0.21654184134276871
0,0,10,93,0.21625402651461012
0,0,11,228,0.21563385094125365
0,0,12,25,0.21320889064535437
0,0,13,250,0.20982175426095473
0,0,14,251,0.20939198280390342
0,0,15,171,0.2073397877968668
0,0,16,37,0.20490966597769533
0,0,17,238,0.20371546101397373
0,0,18,88,0.20368006547766485
0,0,19,134,0.20350592129076664
0,0,20,46,0.2009278721931404
0,0,21,105,0.20085887093702656
0,0,22,0,0.19984788653982546
0,0,23,235,0.19965322810945715
0,0,24,135,0.19963884866913392
0,0,25,84,0.19932206319825793
0,0,26,185,0.19880460819608559
0,0,27,188,0.1977325196972072
0,0,28,181,0.19725338280157456
0,0,29,209,0.19713875508776477
0,0,30,126,0.1969936310186286
0,0,31,151,0.1966013031559276
0,0,32,231,0.19624208978140364
0,0,33,191,0.19595482710121814
0,0,34,192,0.19471406829094828
0,0,35,21,0.194589561169089
0,0,36,202,0.19418682413972915
0,0,37,248,0.1940293651748888
0,0,38,114,0.19336054705055594
0,0,39,19,0.1928139422994355
0,0,40,17,0.1925916941012071
0,0,41,186,0.1925312129778087
0,0,42,161,0.19233975083943086
0,0,43,7,0.19223021078891953
0,0,44,104,0.1920029891029991
0,0,45,107,0.1913130281745865
0,0,46,62,0.1900347060881927
0,0,47,117,0.18843167369151614
0,0,48,68,0.18823084632592668
0,0,49,232,0.18758960011207051
0,0,50,72,0.18746225257250854
0,0,51,34,0.1871998370357385
0,0,52,108,0.1864928511290839
0,0,53,32,0.18648495544892196
0,0,54,149,0.18546369596001586
0,0,55,170,0.1853296227746084
0,0,56,66,0.18512377591347595
0,0,57,172,0.18473881951033874
0,0,58,42,0.18473038931454364
0,0,59,110,0.18358881844612046
0,0,60,128,0.18342129500420928
0,0,61,130,0.18337985744261417
0,0,62,112,0.18337479880256075
0,0,63,103,0.18308617848813594
0,0,64,180,0.1830769687961108
0,0,65,39,0.1827193446803923
0,0,66,243,0.18244499435340733
0,0,67,8,0.18194404761774577
0,0,68,204,0.1814082718018831
0,0,69,120,0.18110826517652304
0,0,70,199,0.18061634115887157
0,0,71,52,0.18055341051426216
0,0,72,158,0.18031064705601746
0,0,73,36,0.18018897856227864
0,0,74,148,0.17976869892952566
0,0,75,220,0.17970276767204327
0,0,76,168,0.17962666299575958
0,0,77,121,0.1794067413204311
0,0,78,162,0.17923891123950508
0,0,79,60,0.17922465370093524
0,0,80,177,0.1789625656563217
0,0,81,218,0.1787424655119526
0,0,82,246,0.1785122721530459
0,0,83,129,0.17805252598885382
0,0,84,101,0.17734736725195172
0,0,85,4,0.17668348074989243
0,0,86,12,0.17655106992523714
0,0,87,165,0.17654718150856388
0,0,88,95,0.17573271867324458
0,0,89,45,0.17557707201864456
0,0,90,237,0.17484660423879483
0,0,91,54,0.1747164380300462
0,0,92,116,0.17433822688872486
0,0,93,143,0.17424516240768387
0,0,94,195,0.17407285363413436
0,0,95,49,0.17387623162533616
0,0,96,79,0.1734017178379324
0,0,97,230,0.17338532150551858
0,0,98,109,0.17299474715343266
0,0,99,146,0.17282096258404814
0,0,100,41,0.1727652161514381
0,0,101,197,0.17255733966378833
0,0,102,212,0.17247551774670666
0,0,103,43,0.17230137400731171
0,0,104,70,0.17206419588042254
0,0,105,203,0.17185539625012108
0,0,106,142,0.17183869800287305
0,0,107,200,0.17158035018439574
0,0,108,183,0.17091851240100936
0,0,109,106,0.17083220942240301
0,0,110,127,0.1706976101777297
0,0,111,155,0.17050552977497963
0,0,112,100,0.17048571653569985
0,0,113,74,0.17040188741973372
0,0,114,226,0.1696658019513081
0,0,115,124,0.16963562350717945
0,0,116,6,0.16933399110460604
0,0,117,90,0.168976762671332
0,0,118,175,0.1685948526540324
0,0,119,229,0.16853046715273073
0,0,120,82,0.16822268762553103
0,0,121,125,0.16782991547301318
0,0,122,69,0.166850304887615
0,0,123,241,0.1663287955403905
0,0,124,11,0.16598912702482366
0,0,125,111,0.16577562003257512
0,0,126,64,0.16551039894645003
0,0,127,80,0.16499773869457557
0,0,128,196,0.1649020963970308
0,0,129,73,0.164888516979159
0,0,130,61,0.16460244152383716
0,0,131,255,0.16401955028500484
0,0,132,224,0.1639567303774414
0,0,133,113,0.16311018654820644
0,0,134,35,0.16299630306945942
0,0,135,244,0.16276505873617944
0,0,136,51,0.1627241696858382
0,0,137,133,0.16259748520882905
0,0,138,97,0.16235038185883302
0,0,139,5,0.16226175158068698
0,0,140,178,0.16212788779217358
0,0,141,234,0.16186614271134145
0,0,142,91,0.16185360130759824
0,0,143,99,0.1617811127066212
0,0,144,164,0.1615354544500939
0,0,145,139,0.1613239838945921
0,0,146,233,0.1611590448099499
0,0,147,10,0.16109232914996402
0,0,148,118,0.1606985633472682
0,0,149,76,0.1605775477785377
0,0,150,13,0.16033669395618283
0,0,151,119,0.16016140467635032
0,0,152,216,0.16004520443941048
0,0,153,247,0.16002027465853763
0,0,154,190,0.1600106746164701
0,0,155,48,0.15999097798625428
0,0,156,211,0.15995335343591388
0,0,157,89,0.15993081731337355
0,0,158,201,0.15988223116667935
0,0,159,205,0.159738912631789
0,0,160,28,0.15940716437465824
0,0,161,30,0.1594031788347504
0,0,162,2,0.15908281892517312
0,0,163,86,0.15869215308957915
0,0,164,242,0.1580136130246236
0,0,165,53,0.15774312752038647
0,0,166,27,0.15680312953003567
0,0,167,206,0.15640865847096483
0,0,168,174,0.15638740692378789
0,0,169,14,0.1563374735210102
0,0,170,167,0.15620021710955106
0,0,171,169,0.1555437673411637
0,0,172,153,0.1546678229851402
0,0,173,47,0.15465191795533023
0,0,174,159,0.15457387653462948
0,0,175,249,0.1542075873630799
0,0,176,145,0.15403978988940425
0,0,177,253,0.15398730474924993
0,0,178,87,0.15356669920007052
0,0,179,189,0.1532152459181121
0,0,180,217,0.15316956873328635
0,0,181,122,0.15297168876510214
0,0,182,81,0.15227133263304762
0,0,183,160,0.15124438353091235
0,0,184,1,0.15100251418225938
0,0,185,71,0.15093888103764988
0,0,186,194,0.15045582409914976
0,0,187,137,0.15023334602845292
0,0,188,26,0.14996198190961094
0,0,189,22,0.14976343398744912
0,0,190,18,0.14953638811183806
0,0,191,77,0.14938321161696064
0,0,192,50,0.14915624943041447
0,0,193,157,0.148410286325652
